TransactionID,CustomerID,TransactionDate,CustomerAge,Gender,State,City,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod
T100332,C1313,2025-05-23,34.0,Female,NC,Charlotte,Toys,Building Blocks,5.0,31.19,155.95,Credit Card
T100172,C1198,2025-03-13,46.0,Female,NC,Charlotte,Sports & Outdoors,Camping Tent,2.0,97.94,195.88,Gift Card
T100637,C1274,2025-03-05,46.0,Female,PA,Pittsburgh,Toys,Action Figure,4.0,17.89,71.56,Debit Card
T100177,C1031,2025-08-18,46.0,Male,FL,Tampa,Home & Kitchen,Cookware Set,3.0,70.48,211.44,Credit Card
T100677,C1323,2025-08-11,46.0,Female,WA,Tacoma,Sports & Outdoors,Camping Tent,4.0,16.87,67.48,Credit Card
T100288,C1262,2025-06-04,35.0,Male,FL,Miami,Electronics,Phone Charger,3.0,101.58,304.74,Credit Card
T100086,C1114,2025-06-29,46.0,Male,OH,Cleveland,Sports & Outdoors,Water Bottle,4.0,129.49,517.96,Gift Card
T100892,C1207,2025-02-24,73.0,Female,PA,Erie,Beauty,Makeup Kit,4.0,56.28,225.12,Credit Card
T100913,C1013,2025-10-02,61.0,Female,FL,Tampa,Home & Kitchen,Coffee Maker,1.0,130.97,130.97,Debit Card
T100632,C1174,2025-05-12,57.0,Male,WA,Seattle,Clothing,T-Shirt Pack,2.0,65.05,130.1,Debit Card
T100571,C1078,2025-01-08,50.0,Female,NY,Buffalo,Clothing,Running Shoes,2.0,64.44,128.88,Credit Card
T100668,C1050,2025-05-15,46.0,Female,OH,Columbus,Books,Self-Help Guide,3.0,12.08,36.24,PayPal
T100436,C1010,2025-01-15,48.0,Male,IL,Naperville,Toys,Board Game,2.0,39.96,79.92,Credit Card
T100489,C1114,2025-09-19,46.0,Male,OH,Columbus,Sports & Outdoors,Dumbbell Set,3.0,127.92,383.76,PayPal
T100567,C1257,2025-03-11,23.0,Male,GA,Atlanta,Home & Kitchen,Blender,5.0,108.05,540.25,Debit Card
T100494,C1070,2025-02-28,63.0,Male,WA,Seattle,Beauty,Face Moisturizer,3.0,49.28,147.84,PayPal
T100074,C1244,2025-09-16,53.0,Female,TX,Dallas,Home & Kitchen,Coffee Maker,1.0,58.19,58.19,Credit Card
T100143,C1002,2025-08-09,55.0,Female,NC,Charlotte,Books,Mystery Novel,2.0,27.72,55.44,Debit Card
T100593,C1214,2025-10-22,60.0,Female,OH,Cleveland,Toys,Board Game,6.0,22.06,132.36,Credit Card
T100046,C1161,2025-06-06,55.0,Female,PA,Pittsburgh,Beauty,Shampoo Set,3.0,19.14,57.42,Credit Card
T100131,C1262,2025-04-03,35.0,Male,FL,Tampa,Electronics,Wireless Earbuds,3.0,204.54500000000002,613.64,Gift Card
T100938,C1339,2025-03-21,72.0,Female,FL,Orlando,Home & Kitchen,Vacuum Cleaner,3.0,69.45,208.35,Credit Card
T100869,C1058,2025-02-20,60.0,Male,IL,Chicago,Electronics,Smartwatch,7.0,204.54500000000002,1431.82,Credit Card
T100136,C1027,2025-02-16,64.0,Male,OH,Cincinnati,Sports & Outdoors,Water Bottle,4.0,90.39,361.56,PayPal
T100611,C1320,2025-06-07,36.0,Male,WA,Spokane,Electronics,Wireless Earbuds,4.0,42.19,168.76,PayPal
T100792,C1158,2025-04-27,46.0,Male,TX,Dallas,Home & Kitchen,Cookware Set,2.0,109.52,219.04,Credit Card
T100656,C1249,2025-09-16,46.0,Male,NY,Albany,Toys,Board Game,1.0,29.58,29.58,Credit Card
T100651,C1050,2025-02-23,61.0,Female,OH,Cleveland,Toys,Puzzle Set,6.0,36.57,219.42,Debit Card
T100138,C1065,2025-09-27,36.0,Male,NC,Charlotte,Sports & Outdoors,Bicycle Helmet,2.0,51.38,102.76,PayPal
T100675,C1136,2025-06-21,52.0,Female,CA,San Francisco,Beauty,Shampoo Set,4.0,21.69,86.76,Debit Card
T100453,C1222,2025-06-28,58.0,Female,PA,Erie,Sports & Outdoors,Bicycle Helmet,2.0,30.91,61.82,PayPal
T100985,C1260,2025-07-20,63.0,Male,GA,Augusta,Beauty,Shampoo Set,4.0,14.64,58.56,Credit Card
T100619,C1015,2025-07-25,62.0,Male,GA,Augusta,Electronics,USB Drive,4.0,49.82,199.28,Credit Card
T100213,C1134,2025-01-20,63.0,Male,FL,Orlando,Electronics,Bluetooth Speaker,5.0,36.1,180.5,Credit Card
T100699,C1080,2025-10-15,71.0,Male,IL,Springfield,Home & Kitchen,Air Fryer,3.0,55.31,165.93,Gift Card
T100959,C1203,2025-10-04,57.0,Female,OH,Cleveland,Books,Children's Book,7.0,8.98,62.86,Credit Card
T100427,C1174,2025-08-19,57.0,Male,WA,Seattle,Electronics,USB Drive,4.0,134.73,538.92,Credit Card
T100109,C1238,2025-08-07,35.0,Female,WA,Seattle,Beauty,Hair Dryer,4.0,37.06,148.24,Cash
T100421,C1209,2025-09-12,62.0,Male,TX,Dallas,Home & Kitchen,Blender,2.0,143.09,286.18,Credit Card
T100804,C1197,2025-07-26,24.0,Male,GA,Savannah,Electronics,USB Drive,2.0,163.35,326.7,Cash
T100752,C1114,2025-04-14,46.0,Male,OH,Columbus,Electronics,Bluetooth Speaker,3.0,147.75,443.25,Gift Card
T100983,C1240,2025-05-11,25.0,Male,TX,Dallas,Electronics,Phone Charger,2.0,181.77,363.54,Debit Card
T100408,C1233,2025-10-27,61.0,Female,GA,Savannah,Books,Mystery Novel,3.0,18.18,54.54,PayPal
T100615,C1185,2025-07-02,43.0,Male,PA,Philadelphia,Sports & Outdoors,Dumbbell Set,4.0,136.52,546.08,PayPal
T100749,C1057,2025-01-09,26.0,Male,CA,Sacramento,Sports & Outdoors,Water Bottle,1.0,89.54,89.54,Debit Card
T100927,C1111,2025-06-07,62.0,Female,OH,Cincinnati,Home & Kitchen,Coffee Maker,3.0,60.9,182.7,Gift Card
T100275,C1174,2025-05-09,57.0,Male,WA,Tacoma,Beauty,Perfume,4.0,37.82,151.28,Gift Card
T100519,C1200,2025-10-02,38.0,Male,OH,Cincinnati,Toys,Building Blocks,4.0,46.45,185.8,PayPal
T100746,C1176,2025-06-30,58.0,Male,GA,Atlanta,Electronics,Smartwatch,1.0,146.65,146.65,PayPal
T100107,C1294,2025-06-02,49.0,Male,PA,Pittsburgh,Clothing,Denim Jeans,5.0,29.13,145.65,PayPal
T100541,C1329,2025-09-13,49.0,Female,WA,Seattle,Toys,Puzzle Set,4.0,24.77,99.08,Debit Card
T100125,C1151,2025-09-13,34.0,Female,OH,Columbus,Sports & Outdoors,Yoga Mat,5.0,16.37,81.85,Debit Card
T100992,C1247,2025-08-04,41.0,Male,FL,Orlando,Books,Children's Book,5.0,25.89,129.45,Credit Card
T100659,C1330,2025-08-20,46.0,Male,NY,New York City,Electronics,Phone Charger,3.0,204.54500000000002,613.64,Credit Card
T100687,C1232,2025-07-13,19.0,Male,NY,New York City,Clothing,Winter Jacket,3.0,40.79,122.37,Credit Card
T100063,C1210,2025-03-25,32.0,Male,NC,Raleigh,Electronics,Smartwatch,6.0,180.18,1081.08,Debit Card
T100100,C1246,2025-03-09,46.0,Female,NY,Buffalo,Home & Kitchen,Cookware Set,7.0,101.54,710.78,Debit Card
T100500,C1193,2025-08-26,38.0,Female,NC,Charlotte,Electronics,Smartwatch,2.0,107.61,215.22,Gift Card
T100262,C1245,2025-08-27,22.0,Female,NY,Albany,Toys,Board Game,8.0,19.7,157.6,Credit Card
T100048,C1237,2025-02-01,42.0,Male,WA,Tacoma,Electronics,Wireless Earbuds,1.0,145.82,145.82,Debit Card
T100225,C1185,2025-05-14,43.0,Male,PA,Philadelphia,Toys,Remote Control Car,3.0,43.55,130.65,Cash
T100845,C1101,2025-10-01,29.0,Female,NY,Albany,Electronics,Bluetooth Speaker,2.0,204.0,408.0,PayPal
T100891,C1196,2025-02-15,37.0,Male,WA,Spokane,Home & Kitchen,Cookware Set,3.0,39.54,118.62,Gift Card
T100880,C1240,2025-06-01,46.0,Male,TX,Houston,Books,Self-Help Guide,8.0,17.77,142.16,PayPal
T100947,C1283,2025-05-31,45.0,Female,NC,Charlotte,Home & Kitchen,Vacuum Cleaner,2.0,67.18,134.36,Debit Card
T100057,C1309,2025-10-10,24.0,Female,FL,Tampa,Clothing,Running Shoes,4.0,24.47,97.88,Debit Card
T100208,C1057,2025-10-15,26.0,Male,CA,Sacramento,Electronics,Wireless Earbuds,4.0,173.36,693.44,Credit Card
T100171,C1152,2025-06-24,70.0,Female,FL,Orlando,Beauty,Shampoo Set,4.0,36.56,146.24,Credit Card
T100708,C1264,2025-07-31,74.0,Female,FL,Miami,Books,Mystery Novel,3.0,25.55,76.65,Credit Card
T100002,C1000,2025-05-09,23.0,Female,NY,New York City,Books,Self-Help Guide,8.0,26.38,211.04,Cash
T100841,C1193,2025-01-17,46.0,Female,NC,Raleigh,Clothing,Winter Jacket,4.0,46.72,186.88,Credit Card
T100558,C1144,2025-03-20,74.0,Female,WA,Seattle,Clothing,Wool Sweater,2.0,72.43,144.86,PayPal
T100837,C1185,2025-09-06,43.0,Male,PA,Pittsburgh,Clothing,Running Shoes,4.0,36.12,144.48,PayPal
T100871,C1168,2025-02-17,37.0,Female,WA,Tacoma,Clothing,Running Shoes,3.0,40.03,120.09,Gift Card
T100343,C1138,2025-10-25,37.0,Female,FL,Miami,Beauty,Face Moisturizer,4.0,31.29,125.16,Credit Card
T100918,C1310,2025-05-14,55.0,Female,IL,Chicago,Books,Cookbook,7.0,15.39,107.73,Cash
T100399,C1122,2025-03-27,55.0,Male,PA,Philadelphia,Home & Kitchen,Vacuum Cleaner,2.0,45.75,91.5,Credit Card
T100818,C1227,2025-07-25,51.0,Female,IL,Chicago,Books,Cookbook,7.0,203.94,1427.58,Credit Card
T100236,C1183,2025-05-30,57.0,Female,GA,Savannah,Home & Kitchen,Blender,3.0,52.49,157.47,PayPal
T100462,C1096,2025-05-16,31.0,Female,PA,Philadelphia,Clothing,Denim Jeans,5.0,15.45,77.25,Debit Card
T100532,C1117,2025-06-29,25.0,Female,FL,Tampa,Sports & Outdoors,Camping Tent,2.0,64.19,128.38,Credit Card
T100680,C1156,2025-03-26,25.0,Male,FL,Tampa,Clothing,Wool Sweater,7.0,70.54,493.78,Credit Card
T100084,C1184,2025-02-18,46.0,Female,OH,Columbus,Sports & Outdoors,Bicycle Helmet,6.0,28.42,170.52,Credit Card
T100368,C1272,2025-07-16,26.0,Male,IL,Springfield,Books,Biography,5.0,23.97,119.85,Credit Card
T100377,C1262,2025-09-30,35.0,Male,FL,Orlando,Home & Kitchen,Vacuum Cleaner,3.0,96.9,290.7,Credit Card
T100350,C1154,2025-01-09,42.0,Male,NY,Buffalo,Electronics,Bluetooth Speaker,4.0,32.1,128.4,Debit Card
T100828,C1267,2025-01-12,37.0,Female,TX,Houston,Clothing,Wool Sweater,6.0,89.45,536.7,Debit Card
T100832,C1118,2025-08-10,31.0,Male,GA,Atlanta,Sports & Outdoors,Dumbbell Set,4.0,66.27,265.08,Gift Card
T100585,C1201,2025-04-20,69.0,Female,WA,Spokane,Electronics,Smartwatch,3.0,66.49,199.47,Debit Card
T100287,C1327,2025-04-27,20.0,Male,GA,Atlanta,Electronics,USB Drive,6.0,62.71,376.26,Debit Card
T100678,C1023,2025-08-10,70.0,Male,FL,Orlando,Home & Kitchen,Blender,3.0,156.39,469.17,PayPal
T100553,C1284,2025-02-17,43.0,Female,OH,Cincinnati,Beauty,Shampoo Set,2.0,11.55,23.1,Credit Card
T100628,C1304,2025-05-28,48.0,Female,NC,Raleigh,Books,Mystery Novel,3.0,19.27,57.81,Credit Card
T100970,C1061,2025-03-03,60.0,Female,PA,Erie,Sports & Outdoors,Bicycle Helmet,4.0,118.38,473.52,Credit Card
T100370,C1210,2025-04-01,32.0,Male,NC,Raleigh,Electronics,USB Drive,4.0,86.82,347.28,Cash
T100596,C1007,2025-05-09,57.0,Male,TX,Houston,Books,Children's Book,8.0,13.78,110.24,PayPal
T100307,C1197,2025-06-02,24.0,Female,GA,Augusta,Home & Kitchen,Vacuum Cleaner,4.0,134.37,537.48,Debit Card
T100501,C1249,2025-03-18,20.0,Male,NY,Albany,Toys,Action Figure,3.0,38.98,116.94,Credit Card
T100064,C1038,2025-09-03,33.0,Female,IL,Naperville,Books,Mystery Novel,4.0,17.6,70.4,Debit Card
T100132,C1292,2025-05-01,72.0,Male,GA,Savannah,Electronics,USB Drive,4.0,32.56,130.24,Credit Card
T100594,C1224,2025-07-16,59.0,Female,NC,Charlotte,Toys,Action Figure,4.0,38.56,154.24,Credit Card
T100623,C1270,2025-10-04,34.0,Male,TX,Austin,Toys,Board Game,6.0,16.82,100.92,Cash
T100689,C1202,2025-04-15,46.0,Female,PA,Erie,Electronics,Wireless Earbuds,2.0,204.54500000000002,409.09,PayPal
T100081,C1178,2025-02-22,69.0,Male,NC,Durham,Toys,Board Game,6.0,27.36,164.16,Debit Card
T100267,C1034,2025-01-24,68.0,Female,NY,New York City,Sports & Outdoors,Bicycle Helmet,2.0,111.63,223.26,Credit Card
T100552,C1039,2025-01-24,54.0,Female,FL,Tampa,Beauty,Shampoo Set,4.0,40.71,162.84,Credit Card
T100115,C1333,2025-06-10,65.0,Female,PA,Philadelphia,Home & Kitchen,Coffee Maker,4.0,130.26,521.04,Credit Card
T100374,C1021,2025-05-09,39.0,Female,NC,Durham,Beauty,Makeup Kit,6.0,42.25,253.5,Debit Card
T100597,C1033,2025-05-17,49.0,Female,PA,Pittsburgh,Clothing,Denim Jeans,4.0,79.71,318.84,Credit Card
T100625,C1266,2025-10-19,43.0,Female,PA,Erie,Sports & Outdoors,Yoga Mat,2.0,51.12,102.24,Debit Card
T100982,C1074,2025-05-22,57.0,Male,FL,Orlando,Beauty,Shampoo Set,3.0,19.1,57.3,Debit Card
T100803,C1038,2025-07-20,33.0,Female,IL,Springfield,Electronics,Wireless Earbuds,2.0,97.82,195.64,Cash
T100785,C1019,2025-01-25,43.0,Female,NC,Durham,Sports & Outdoors,Camping Tent,1.0,100.76,100.76,Debit Card
T100452,C1057,2025-09-21,26.0,Male,CA,Sacramento,Books,Children's Book,5.0,7.19,35.95,Debit Card
T100467,C1209,2025-04-23,62.0,Female,TX,Austin,Toys,Board Game,5.0,11.06,55.3,Debit Card
T100299,C1300,2025-05-27,38.0,Female,CA,Los Angeles,Toys,Board Game,8.0,21.87,174.96,Gift Card
T100300,C1221,2025-07-02,43.0,Female,GA,Augusta,Electronics,Wireless Earbuds,1.0,121.18,121.18,Credit Card
T100580,C1275,2025-03-04,45.0,Male,WA,Seattle,Electronics,USB Drive,3.0,141.02,423.06,Credit Card
T100703,C1132,2025-08-08,23.0,Male,IL,Chicago,Sports & Outdoors,Camping Tent,2.0,34.3,68.6,Debit Card
T100769,C1336,2025-02-01,72.0,Female,FL,Orlando,Clothing,Wool Sweater,2.0,57.24,114.48,PayPal
T100817,C1150,2025-03-29,66.0,Female,OH,Columbus,Home & Kitchen,Blender,1.0,32.66,32.66,Cash
T100704,C1264,2025-06-27,74.0,Female,FL,Orlando,Books,Cookbook,4.0,26.73,106.92,Credit Card
T100006,C1187,2025-08-12,39.0,Male,GA,Savannah,Home & Kitchen,Vacuum Cleaner,2.0,65.15,130.3,Cash
T100565,C1157,2025-03-29,49.0,Male,CA,Sacramento,Clothing,Wool Sweater,4.0,93.98,375.92,PayPal
T100802,C1329,2025-08-22,49.0,Female,WA,Spokane,Books,Biography,5.0,18.65,93.25,Credit Card
T100717,C1299,2025-04-20,19.0,Female,FL,Miami,Electronics,USB Drive,7.0,108.5,759.5,Credit Card
T100266,C1224,2025-01-03,59.0,Female,NC,Raleigh,Toys,Action Figure,6.0,18.63,111.78,Credit Card
T100040,C1114,2025-06-26,46.0,Male,OH,Cincinnati,Home & Kitchen,Vacuum Cleaner,5.0,40.56,202.8,PayPal
T100890,C1321,2025-06-15,24.0,Male,CA,San Francisco,Clothing,Winter Jacket,4.0,85.89,343.56,Debit Card
T100451,C1188,2025-08-13,31.0,Female,TX,Austin,Home & Kitchen,Cookware Set,9.5,103.24,980.78,Debit Card
T100607,C1144,2025-04-20,74.0,Female,WA,Spokane,Electronics,Smartwatch,3.0,102.85,308.55,PayPal
T100981,C1153,2025-06-10,34.0,Male,CA,Los Angeles,Toys,Action Figure,4.0,35.49,141.96,Cash
T100017,C1003,2025-01-15,43.0,Male,NC,Raleigh,Clothing,Wool Sweater,3.0,30.74,92.22,Cash
T100319,C1089,2025-08-22,65.0,Male,NY,New York City,Clothing,T-Shirt Pack,3.0,50.13,150.39,Credit Card
T100214,C1022,2025-07-29,28.0,Female,IL,Springfield,Beauty,Face Moisturizer,5.0,64.24,321.2,Debit Card
T100253,C1119,2025-08-15,24.0,Female,WA,Tacoma,Toys,Puzzle Set,8.0,37.23,297.84,Debit Card
T100653,C1023,2025-10-06,70.0,Male,FL,Tampa,Books,Cookbook,4.0,12.49,49.96,Cash
T100426,C1116,2025-09-15,20.0,Female,GA,Savannah,Electronics,USB Drive,2.0,84.21,168.42,PayPal
T100627,C1011,2025-03-27,73.0,Male,CA,San Francisco,Sports & Outdoors,Water Bottle,2.0,58.08,116.16,PayPal
T100378,C1071,2025-10-10,28.0,Male,IL,Chicago,Beauty,Makeup Kit,3.0,28.38,85.14,Cash
T100277,C1137,2025-04-05,19.0,Male,NC,Durham,Sports & Outdoors,Dumbbell Set,3.0,67.1,201.3,Debit Card
T100219,C1011,2025-02-20,73.0,Male,CA,Los Angeles,Home & Kitchen,Coffee Maker,2.0,133.1,266.2,Credit Card
T100697,C1091,2025-02-27,63.0,Male,TX,Houston,Clothing,Running Shoes,1.0,62.64,62.64,Debit Card
T100478,C1084,2025-07-28,53.0,Female,FL,Miami,Beauty,Shampoo Set,3.0,19.14,57.42,Debit Card
T100684,C1210,2025-02-08,32.0,Male,NC,Durham,Beauty,Perfume,2.0,47.1,94.2,PayPal
T100018,C1247,2025-01-18,41.0,Male,FL,Miami,Sports & Outdoors,Yoga Mat,2.0,124.77,249.54,Credit Card
T100787,C1017,2025-06-13,25.0,Female,NY,Buffalo,Clothing,Running Shoes,3.0,32.31,96.93,PayPal
T100681,C1154,2025-10-16,42.0,Male,NY,New York City,Beauty,Shampoo Set,3.0,8.11,24.33,Debit Card
T100770,C1321,2025-09-06,24.0,Male,CA,Los Angeles,Electronics,Phone Charger,4.0,92.45,369.8,Cash
T100032,C1310,2025-06-05,55.0,Female,IL,Naperville,Beauty,Shampoo Set,4.0,47.98,191.92,PayPal
T100053,C1265,2025-02-01,51.0,Female,NY,Albany,Home & Kitchen,Coffee Maker,4.0,135.75,543.0,Debit Card
T100662,C1251,2025-05-30,46.0,Female,CA,San Francisco,Books,Self-Help Guide,3.0,23.54,70.62,Debit Card
T100872,C1164,2025-02-25,41.0,Female,IL,Naperville,Toys,Board Game,5.0,40.25,201.25,PayPal
T100758,C1117,2025-06-28,25.0,Female,FL,Miami,Electronics,Bluetooth Speaker,2.0,204.54500000000002,409.09,PayPal
T100721,C1206,2025-03-21,61.0,Male,CA,Los Angeles,Electronics,Phone Charger,3.0,104.69,314.07,PayPal
T100966,C1317,2025-09-26,59.0,Female,TX,Austin,Home & Kitchen,Blender,3.0,49.47,148.41,PayPal
T100292,C1316,2025-07-21,59.0,Female,OH,Columbus,Home & Kitchen,Cookware Set,4.0,122.1,488.4,Credit Card
T100865,C1257,2025-05-26,23.0,Male,GA,Augusta,Beauty,Face Moisturizer,1.0,50.76,50.76,Gift Card
T100952,C1056,2025-01-05,49.0,Female,GA,Atlanta,Books,Self-Help Guide,5.0,6.14,30.7,Cash
T100078,C1228,2025-06-18,49.0,Female,FL,Tampa,Books,Mystery Novel,5.0,12.88,64.4,Debit Card
T100295,C1238,2025-02-12,35.0,Female,WA,Spokane,Toys,Board Game,8.0,26.11,208.88,Credit Card
T100598,C1335,2025-04-19,64.0,Male,IL,Springfield,Toys,Building Blocks,4.0,50.39,201.56,Credit Card
T100042,C1055,2025-02-25,20.0,Male,CA,Los Angeles,Clothing,Wool Sweater,2.0,94.23,188.46,Cash
T100635,C1306,2025-05-13,35.0,Female,OH,Cleveland,Toys,Board Game,8.0,41.04,328.32,Credit Card
T100015,C1116,2025-09-16,20.0,Female,GA,Augusta,Toys,Board Game,6.0,25.82,154.92,Credit Card
T100724,C1114,2025-02-05,46.0,Male,OH,Cleveland,Clothing,Wool Sweater,1.0,31.59,31.59,Gift Card
T100561,C1209,2025-10-27,62.0,Male,TX,Austin,Books,Biography,3.0,24.01,72.03,Debit Card
