TransactionID,CustomerID,TransactionDate,CustomerAge,Gender,State,City,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod
T100509,C1109,2025-06-11,58.0,Male,OH,Cincinnati,Beauty,Makeup Kit,5,115.55,577.75,Debit Card
T100269,C1324,2025-06-13,46.0,Male,CA,San Francisco,Home & Kitchen,Air Fryer,2,17.68,35.36,Credit Card
T100786,C1093,2025-07-08,40.0,Female,TX,Dallas,Toys,Puzzle Set,5,337.57000000000005,1687.85,Credit Card
T100466,C1324,2025-06-04,73.0,Male,CA,Sacramento,Electronics,Bluetooth Speaker,1,116.26,116.26,Credit Card
T100566,C1099,2025-06-18,25.0,Female,IL,Chicago,Beauty,Face Moisturizer,2,28.94,57.88,Debit Card
T100020,C1121,2025-05-21,46.0,Female,FL,Orlando,Clothing,Wool Sweater,1,196.61,196.61,Cash
T100272,C1333,2025-09-10,65.0,Female,PA,Erie,Beauty,Shampoo Set,2,30.1,60.2,Debit Card
T100569,C1104,2025-07-15,63.0,Male,NC,Charlotte,Toys,Remote Control Car,5,115.99,579.95,Gift Card
T100113,C1146,2025-07-08,19.0,Female,NY,Albany,Beauty,Perfume,2,44.0,88.0,Debit Card
T100022,C1219,2025-05-14,69.0,Male,NY,Buffalo,Beauty,Face Moisturizer,4,163.0,652.0,Cash
T100576,C1089,2025-07-04,46.0,Male,NY,New York City,Books,Self-Help Guide,1,161.9,161.9,PayPal
T100191,C1339,2025-05-25,72.0,Female,FL,Orlando,Clothing,Wool Sweater,2,203.54,407.08,Cash
T100425,C1051,2025-02-15,29.0,Female,TX,Dallas,Home & Kitchen,Air Fryer,1,170.14,170.14,Credit Card
T100812,C1235,2025-03-18,59.0,Male,NY,New York City,Beauty,Shampoo Set,4,210.67,842.68,PayPal
T100900,C1260,2025-05-31,63.0,Male,GA,Augusta,Clothing,Running Shoes,2,140.21,280.42,Credit Card
T100224,C1112,2025-10-23,49.0,Female,GA,Augusta,Home & Kitchen,Cookware Set,1,87.16,87.16,Credit Card
T100953,C1021,2025-03-06,39.0,Female,NC,Durham,Beauty,Hair Dryer,4,156.27,625.08,Debit Card
T100170,C1215,2025-01-13,33.0,Male,FL,Tampa,Toys,Action Figure,4,102.33,409.32,Credit Card
T100980,C1038,2025-01-03,33.0,Female,IL,Chicago,Electronics,Wireless Earbuds,3,74.6,223.8,Debit Card
T100152,C1233,2025-06-05,61.0,Female,GA,Atlanta,Electronics,Smartwatch,3,12.61,37.83,Debit Card
T100283,C1220,2025-02-28,25.0,Male,WA,Tacoma,Home & Kitchen,Blender,4,39.36,157.44,Credit Card
T100468,C1272,2025-04-03,26.0,Male,IL,Chicago,Clothing,T-Shirt Pack,3,128.28,384.84,Credit Card
T100805,C1192,2025-03-16,52.0,Female,IL,Springfield,Home & Kitchen,Cookware Set,4,41.12,164.48,Credit Card
T100418,C1262,2025-06-09,35.0,Male,FL,Miami,Beauty,Hair Dryer,1,91.26,91.26,Gift Card
T100308,C1100,2025-05-25,65.0,Female,NY,Buffalo,Electronics,Wireless Earbuds,3,83.02,249.06,Credit Card
T100701,C1169,2025-08-05,19.0,Male,NY,Buffalo,Sports & Outdoors,Yoga Mat,2,26.84,53.68,Credit Card
T100348,C1277,2025-08-30,46.0,Male,OH,Cleveland,Beauty,Perfume,3,94.81,284.43,Cash
T100542,C1268,2025-09-13,52.0,Male,CA,San Francisco,Clothing,T-Shirt Pack,7,13.41,93.87,Debit Card
T100154,C1051,2025-08-06,29.0,Female,TX,Houston,Books,Children's Book,1,135.08,135.08,Credit Card
T100863,C1012,2025-04-30,59.0,Female,GA,Savannah,Sports & Outdoors,Dumbbell Set,5,216.95,1084.75,Gift Card
T100556,C1077,2025-06-18,30.0,Female,GA,Augusta,Sports & Outdoors,Bicycle Helmet,1,75.62,75.62,Gift Card
T100793,C1038,2025-02-16,33.0,Female,IL,Chicago,Home & Kitchen,Air Fryer,1,57.19,57.19,Credit Card
T100167,C1208,2025-02-02,33.0,Female,CA,San Francisco,Clothing,T-Shirt Pack,4,10.92,43.68,Debit Card
T100245,C1090,2025-01-21,42.0,Female,OH,Cincinnati,Toys,Puzzle Set,4,177.33,709.32,Debit Card
T100806,C1269,2025-03-04,51.0,Male,OH,Cleveland,Books,Mystery Novel,2,169.93,339.86,PayPal
T100664,C1049,2025-10-19,46.0,Female,NY,Buffalo,Sports & Outdoors,Water Bottle,5,173.96,869.8,Credit Card
T100332,C1127,2025-09-22,61.0,Male,GA,Atlanta,Electronics,USB Drive,3,150.44,451.32,Debit Card
T100172,C1044,2025-03-21,21.0,Male,GA,Atlanta,Books,Biography,5,114.86,574.3,Cash
T100637,C1267,2025-09-27,37.0,Female,TX,Dallas,Beauty,Perfume,5,154.43,772.15,PayPal
T100177,C1042,2025-02-09,57.0,Female,CA,Los Angeles,Sports & Outdoors,Bicycle Helmet,2,179.07,358.14,PayPal
T100677,C1204,2025-03-20,44.0,Female,IL,Chicago,Beauty,Shampoo Set,3,209.83,629.49,Debit Card
T100288,C1069,2025-01-15,44.0,Female,CA,San Francisco,Books,Biography,5,73.62,368.1,PayPal
T100086,C1063,2025-06-24,46.0,Male,WA,Spokane,Toys,Building Blocks,3,179.5,538.5,Gift Card
T100892,C1113,2025-10-05,44.0,Female,GA,Savannah,Clothing,Running Shoes,2,160.38,320.76,Credit Card
T100913,C1323,2025-05-02,70.0,Female,WA,Spokane,Electronics,Smartwatch,4,156.9,627.6,Debit Card
T100632,C1139,2025-02-28,42.0,Female,FL,Miami,Toys,Puzzle Set,1,89.08,89.08,PayPal
T100571,C1145,2025-06-25,66.0,Female,CA,Los Angeles,Toys,Board Game,2,40.83,81.66,Credit Card
T100668,C1058,2025-08-22,60.0,Male,IL,Naperville,Home & Kitchen,Vacuum Cleaner,7,104.1,728.7,Debit Card
T100436,C1117,2025-09-22,25.0,Female,FL,Orlando,Toys,Action Figure,4,198.55,794.2,Debit Card
T100489,C1154,2025-10-09,42.0,Male,NY,Buffalo,Toys,Board Game,5,146.16,730.8,Credit Card
T100567,C1046,2025-03-12,46.0,Female,PA,Philadelphia,Clothing,Winter Jacket,1,177.65,177.65,Debit Card
T100494,C1186,2025-07-27,27.0,Male,WA,Seattle,Electronics,Wireless Earbuds,3,16.26,48.78,Credit Card
T100074,C1159,2025-06-23,62.0,Female,NY,Buffalo,Clothing,Running Shoes,1,29.9,29.9,Debit Card
T100143,C1139,2025-06-03,42.0,Female,FL,Tampa,Beauty,Makeup Kit,5,112.62,563.1,Credit Card
T100593,C1090,2025-04-23,42.0,Female,OH,Cleveland,Books,Self-Help Guide,2,208.12,416.24,Gift Card
T100046,C1310,2025-10-02,55.0,Female,IL,Chicago,Electronics,Smartwatch,2,37.39,74.78,Credit Card
T100131,C1141,2025-08-09,30.0,Female,IL,Naperville,Electronics,Bluetooth Speaker,4,62.61,250.44,Credit Card
T100938,C1088,2025-04-22,46.0,Female,PA,Pittsburgh,Toys,Puzzle Set,5,92.33,461.65,Cash
T100869,C1235,2025-03-02,59.0,Male,NY,Albany,Home & Kitchen,Air Fryer,3,16.61,49.83,PayPal
T100136,C1249,2025-10-09,20.0,Male,NY,New York City,Books,Mystery Novel,4,195.02,780.08,Debit Card
T100611,C1245,2025-05-15,22.0,Female,NY,Buffalo,Sports & Outdoors,Dumbbell Set,2,76.76,153.52,Debit Card
T100792,C1090,2025-03-20,42.0,Female,OH,Cleveland,Electronics,Phone Charger,1,140.69,140.69,Cash
T100656,C1213,2025-06-11,46.0,Female,GA,Augusta,Home & Kitchen,Cookware Set,5,15.9,79.5,Debit Card
T100651,C1070,2025-06-17,46.0,Male,WA,Spokane,Electronics,USB Drive,1,177.14,177.14,PayPal
T100138,C1234,2025-08-14,46.0,Male,OH,Cincinnati,Sports & Outdoors,Bicycle Helmet,5,24.48,122.4,PayPal
T100675,C1206,2025-01-20,61.0,Male,CA,Sacramento,Books,Cookbook,3,121.96,365.88,Debit Card
T100453,C1079,2025-01-07,56.0,Female,IL,Naperville,Books,Cookbook,1,139.37,139.37,Debit Card
T100985,C1211,2025-06-25,58.0,Male,GA,Atlanta,Beauty,Makeup Kit,7,121.29,849.03,Credit Card
T100619,C1090,2025-10-23,42.0,Female,OH,Cincinnati,Home & Kitchen,Coffee Maker,3,25.23,75.69,Debit Card
T100213,C1091,2025-06-18,63.0,Male,TX,Austin,Books,Mystery Novel,1,133.53,133.53,Debit Card
T100699,C1190,2025-04-11,56.0,Male,OH,Cleveland,Home & Kitchen,Vacuum Cleaner,2,196.85,393.7,Cash
T100959,C1143,2025-05-02,41.0,Female,WA,Spokane,Home & Kitchen,Cookware Set,5,142.76,713.8,Gift Card
T100427,C1106,2025-04-05,62.0,Female,NC,Durham,Electronics,Smartwatch,4,162.31,649.24,Gift Card
T100109,C1306,2025-07-07,35.0,Female,OH,Cleveland,Books,Mystery Novel,5,113.56,567.8,PayPal
T100421,C1062,2025-08-14,38.0,Male,PA,Philadelphia,Toys,Building Blocks,2,177.62,355.24,Debit Card
T100804,C1286,2025-01-08,27.0,Male,TX,Austin,Clothing,Wool Sweater,3,149.1,447.3,PayPal
T100752,C1052,2025-07-09,38.0,Male,GA,Augusta,Toys,Puzzle Set,1,140.88,140.88,Gift Card
T100983,C1294,2025-04-21,49.0,Male,PA,Philadelphia,Beauty,Makeup Kit,3,198.39,595.17,PayPal
T100408,C1214,2025-07-20,60.0,Female,OH,Cincinnati,Books,Mystery Novel,1,133.79,133.79,Debit Card
T100615,C1153,2025-01-26,34.0,Male,CA,Sacramento,Clothing,Wool Sweater,4,140.95,563.8,PayPal
T100749,C1320,2025-05-23,36.0,Male,WA,Tacoma,Clothing,Denim Jeans,3,103.63,310.89,Gift Card
T100927,C1043,2025-04-11,38.0,Male,GA,Augusta,Home & Kitchen,Air Fryer,4,92.19,368.76,Debit Card
T100275,C1159,2025-02-28,62.0,Female,NY,New York City,Home & Kitchen,Air Fryer,1,207.57,207.57,Cash
T100519,C1144,2025-04-29,74.0,Female,WA,Seattle,Sports & Outdoors,Dumbbell Set,2,71.91,143.82,Credit Card
T100746,C1046,2025-08-03,43.0,Female,PA,Erie,Toys,Puzzle Set,4,178.92,715.68,Gift Card
T100107,C1037,2025-03-11,46.0,Male,GA,Atlanta,Beauty,Makeup Kit,5,59.04,295.2,Debit Card
T100541,C1166,2025-04-07,36.0,Male,CA,Sacramento,Beauty,Makeup Kit,5,186.07,930.35,PayPal
T100125,C1054,2025-06-01,46.0,Female,IL,Springfield,Clothing,Denim Jeans,1,58.53,58.53,Debit Card
T100992,C1220,2025-03-07,25.0,Male,WA,Tacoma,Clothing,Winter Jacket,3,11.07,33.21,Credit Card
T100659,C1076,2025-04-27,36.0,Male,NC,Charlotte,Books,Mystery Novel,2,139.62,279.24,Debit Card
T100687,C1207,2025-02-28,73.0,Female,PA,Erie,Home & Kitchen,Blender,5,111.03,555.15,PayPal
T100063,C1020,2025-02-25,46.0,Male,GA,Augusta,Toys,Action Figure,1,146.55,146.55,Cash
T100100,C1249,2025-05-29,20.0,Male,NY,New York City,Home & Kitchen,Coffee Maker,4,18.78,75.12,Debit Card
T100500,C1143,2025-05-09,41.0,Female,WA,Tacoma,Books,Mystery Novel,3,59.85,179.55,PayPal
T100262,C1161,2025-03-13,55.0,Female,PA,Erie,Electronics,Wireless Earbuds,4,82.5,330.0,Debit Card
T100048,C1176,2025-04-19,58.0,Male,GA,Savannah,Sports & Outdoors,Dumbbell Set,1,92.81,92.81,Cash
T100225,C1076,2025-10-05,36.0,Male,NC,Charlotte,Books,Biography,2,171.77,343.54,Cash
T100845,C1171,2025-08-11,23.0,Male,TX,Austin,Books,Biography,1,146.46,146.46,Cash
T100891,C1313,2025-04-19,34.0,Female,NC,Raleigh,Home & Kitchen,Air Fryer,5,47.37,236.85,PayPal
T100880,C1086,2025-03-08,23.0,Male,TX,Houston,Beauty,Makeup Kit,3,105.06,315.18,Debit Card
T100947,C1090,2025-08-13,42.0,Female,OH,Cleveland,Books,Self-Help Guide,5,204.25,1021.25,Debit Card
T100057,C1071,2025-10-08,28.0,Male,IL,Springfield,Sports & Outdoors,Bicycle Helmet,2,174.94,349.88,Credit Card
T100208,C1293,2025-01-08,36.0,Female,NC,Durham,Electronics,Wireless Earbuds,2,19.93,39.86,Debit Card
T100171,C1335,2025-09-10,64.0,Male,IL,Chicago,Electronics,Phone Charger,1,76.67,76.67,Debit Card
T100708,C1320,2025-04-15,36.0,Male,WA,Spokane,Books,Self-Help Guide,3,143.55,430.65,Gift Card
T100002,C1334,2025-02-23,44.0,Male,TX,Houston,Sports & Outdoors,Bicycle Helmet,4,71.47,285.88,Gift Card
T100841,C1052,2025-10-07,46.0,Male,GA,Savannah,Home & Kitchen,Coffee Maker,5,42.24,211.2,PayPal
T100558,C1021,2025-06-26,39.0,Male,NC,Charlotte,Clothing,Running Shoes,3,104.51,313.53,Cash
T100837,C1045,2025-07-01,73.0,Male,FL,Miami,Books,Biography,5,198.43,992.15,PayPal
T100871,C1271,2025-08-28,19.0,Female,NC,Raleigh,Clothing,Denim Jeans,4,116.48,465.92,Debit Card
T100343,C1247,2025-10-25,41.0,Male,FL,Miami,Beauty,Hair Dryer,5,60.56,302.8,Credit Card
T100918,C1285,2025-03-04,71.0,Female,OH,Cleveland,Clothing,Wool Sweater,4,159.63,638.52,PayPal
T100399,C1121,2025-06-23,56.0,Female,FL,Orlando,Toys,Remote Control Car,4,106.29,425.16,Gift Card
T100818,C1324,2025-02-12,73.0,Male,CA,Los Angeles,Clothing,Denim Jeans,4,181.85,727.4,Credit Card
T100236,C1223,2025-08-29,29.0,Male,IL,Springfield,Books,Self-Help Guide,5,123.58,617.9,Credit Card
T100462,C1035,2025-06-11,21.0,Female,PA,Pittsburgh,Toys,Remote Control Car,2,40.7,81.4,PayPal
T100532,C1272,2025-07-16,26.0,Male,IL,Springfield,Beauty,Perfume,5,154.52,772.6,Credit Card
T100680,C1089,2025-10-15,65.0,Male,NY,New York City,Books,Cookbook,2,48.39,96.78,Credit Card
T100084,C1248,2025-07-07,46.0,Female,PA,Philadelphia,Electronics,Smartwatch,3,106.3,318.9,Debit Card
T100368,C1256,2025-01-22,56.0,Female,OH,Cleveland,Sports & Outdoors,Bicycle Helmet,3,132.87,398.61,Gift Card
T100377,C1335,2025-09-22,64.0,Male,IL,Springfield,Electronics,Wireless Earbuds,1,78.23,78.23,Gift Card
T100350,C1074,2025-06-08,57.0,Male,FL,Miami,Books,Children's Book,2,337.57000000000005,675.14,Credit Card
T100828,C1069,2025-02-19,44.0,Female,CA,Sacramento,Electronics,Phone Charger,2,205.21,410.42,Debit Card
T100832,C1195,2025-01-06,22.0,Female,CA,Sacramento,Sports & Outdoors,Yoga Mat,3,89.48,268.44,PayPal
T100585,C1049,2025-06-29,62.0,Female,NY,Albany,Books,Mystery Novel,3,145.85,437.55,PayPal
T100287,C1282,2025-10-17,56.0,Male,OH,Cincinnati,Electronics,USB Drive,4,22.07,88.28,Credit Card
T100678,C1044,2025-01-17,21.0,Male,GA,Augusta,Beauty,Face Moisturizer,2,85.25,170.5,Credit Card
T100553,C1039,2025-08-19,54.0,Female,FL,Tampa,Home & Kitchen,Coffee Maker,5,19.4,97.0,Credit Card
T100628,C1175,2025-04-03,44.0,Male,OH,Columbus,Toys,Building Blocks,1,29.27,29.27,Gift Card
T100970,C1222,2025-07-16,58.0,Male,PA,Pittsburgh,Electronics,Smartwatch,3,147.58,442.74,Debit Card
T100370,C1080,2025-06-12,71.0,Male,IL,Chicago,Home & Kitchen,Air Fryer,5,71.03,355.15,Credit Card
T100596,C1045,2025-04-06,73.0,Male,FL,Orlando,Sports & Outdoors,Bicycle Helmet,1,30.52,30.52,PayPal
T100307,C1202,2025-01-21,46.0,Male,PA,Pittsburgh,Toys,Building Blocks,1,183.33,183.33,Gift Card
T100501,C1142,2025-08-18,33.0,Female,NC,Charlotte,Beauty,Shampoo Set,3,172.45,517.35,Debit Card
T100064,C1324,2025-01-02,73.0,Male,CA,San Francisco,Home & Kitchen,Coffee Maker,2,147.09,294.18,Debit Card
T100132,C1186,2025-05-13,27.0,Male,WA,Spokane,Books,Children's Book,2,56.92,113.84,PayPal
T100594,C1000,2025-07-19,23.0,Female,NY,New York City,Toys,Remote Control Car,2,183.25,366.5,Credit Card
T100623,C1197,2025-09-16,24.0,Male,GA,Augusta,Sports & Outdoors,Camping Tent,4,86.45,345.8,Debit Card
T100689,C1230,2025-01-10,44.0,Female,TX,Austin,Electronics,Bluetooth Speaker,5,187.36,936.8,Debit Card
T100081,C1147,2025-09-13,31.0,Male,FL,Miami,Beauty,Shampoo Set,3,212.67,638.01,Debit Card
T100267,C1256,2025-01-18,56.0,Male,OH,Cincinnati,Sports & Outdoors,Bicycle Helmet,1,210.64,210.64,Credit Card
T100552,C1056,2025-09-09,49.0,Female,GA,Atlanta,Sports & Outdoors,Dumbbell Set,4,44.41,177.64,Cash
T100115,C1101,2025-01-02,29.0,Female,NY,Albany,Books,Self-Help Guide,2,66.56,133.12,Debit Card
T100374,C1298,2025-08-17,34.0,Female,IL,Chicago,Books,Mystery Novel,1,98.25,98.25,Credit Card
T100597,C1157,2025-08-24,49.0,Male,CA,Sacramento,Beauty,Perfume,1,142.11,142.11,PayPal
T100625,C1082,2025-07-20,27.0,Female,PA,Pittsburgh,Books,Mystery Novel,4,69.71,278.84,Credit Card
T100982,C1269,2025-08-10,51.0,Male,OH,Columbus,Clothing,T-Shirt Pack,5,71.59,357.95,Credit Card
T100803,C1259,2025-09-21,51.0,Male,NC,Raleigh,Electronics,Bluetooth Speaker,5,192.11,960.55,Debit Card
T100785,C1190,2025-03-01,56.0,Male,OH,Columbus,Sports & Outdoors,Water Bottle,5,174.64,873.2,Cash
T100452,C1247,2025-01-08,41.0,Male,FL,Miami,Electronics,Bluetooth Speaker,3,80.98,242.94,PayPal
T100467,C1120,2025-10-16,43.0,Male,NC,Charlotte,Clothing,Denim Jeans,1,37.28,37.28,Cash
T100299,C1002,2025-04-01,55.0,Female,NC,Charlotte,Sports & Outdoors,Bicycle Helmet,2,55.05,110.1,PayPal
T100300,C1183,2025-02-20,57.0,Male,GA,Augusta,Home & Kitchen,Air Fryer,3,123.92,371.76,Gift Card
T100580,C1260,2025-02-18,63.0,Male,GA,Augusta,Home & Kitchen,Cookware Set,3,83.86,251.58,PayPal
T100703,C1240,2025-03-11,25.0,Male,TX,Austin,Sports & Outdoors,Bicycle Helmet,5,88.24,441.2,Debit Card
T100769,C1075,2025-10-14,45.0,Male,NY,Buffalo,Sports & Outdoors,Camping Tent,2,219.07,438.14,Debit Card
T100817,C1261,2025-09-04,27.0,Male,GA,Savannah,Clothing,T-Shirt Pack,4,173.77,695.08,Gift Card
T100704,C1062,2025-05-01,38.0,Male,PA,Erie,Books,Self-Help Guide,2,60.96,121.92,Debit Card
T100006,C1334,2025-08-22,44.0,Male,TX,Houston,Beauty,Perfume,2,18.8,37.6,PayPal
T100565,C1153,2025-10-01,34.0,Male,CA,Los Angeles,Electronics,Smartwatch,4,93.81,375.24,Credit Card
T100802,C1239,2025-09-23,53.0,Male,NC,Charlotte,Beauty,Perfume,5,198.03,990.15,PayPal
T100717,C1315,2025-02-06,55.0,Female,PA,Pittsburgh,Beauty,Shampoo Set,1,202.33,202.33,Credit Card
T100266,C1070,2025-03-18,63.0,Male,WA,Spokane,Electronics,Phone Charger,1,126.44,126.44,Cash
T100040,C1271,2025-05-05,19.0,Female,NC,Raleigh,Home & Kitchen,Coffee Maker,4,91.3,365.2,Debit Card
T100890,C1123,2025-06-20,46.0,Female,NC,Durham,Beauty,Perfume,4,130.54,522.16,Credit Card
T100451,C1070,2025-02-26,63.0,Male,WA,Seattle,Sports & Outdoors,Water Bottle,3,153.87,461.61,Debit Card
T100607,C1241,2025-07-05,51.0,Male,PA,Erie,Sports & Outdoors,Yoga Mat,3,69.03,207.09,PayPal
T100981,C1253,2025-07-18,36.0,Female,OH,Cleveland,Toys,Board Game,4,137.02,548.08,PayPal
T100017,C1056,2025-10-21,49.0,Female,GA,Atlanta,Home & Kitchen,Coffee Maker,1,134.05,134.05,Credit Card
T100319,C1082,2025-02-09,27.0,Female,PA,Erie,Clothing,T-Shirt Pack,5,127.35,636.75,Debit Card
T100214,C1067,2025-03-08,39.0,Male,PA,Erie,Home & Kitchen,Cookware Set,1,34.27,34.27,PayPal
T100253,C1119,2025-01-09,24.0,Female,WA,Spokane,Sports & Outdoors,Water Bottle,5,60.42,302.1,Credit Card
T100653,C1219,2025-09-04,46.0,Male,NY,Albany,Books,Children's Book,5,337.57000000000005,1687.85,Debit Card
T100426,C1072,2025-05-12,44.0,Female,NC,Charlotte,Sports & Outdoors,Camping Tent,4,199.9,799.6,Credit Card
T100627,C1264,2025-07-12,74.0,Female,FL,Orlando,Sports & Outdoors,Dumbbell Set,4,124.7,498.8,Credit Card
T100378,C1062,2025-05-04,38.0,Male,PA,Erie,Toys,Remote Control Car,4,188.66,754.64,Cash
T100277,C1042,2025-03-31,46.0,Female,CA,San Francisco,Toys,Puzzle Set,1,219.38,219.38,Credit Card
T100219,C1064,2025-05-30,41.0,Male,TX,Houston,Sports & Outdoors,Yoga Mat,4,100.67,402.68,Credit Card
T100697,C1009,2025-06-28,23.0,Male,FL,Orlando,Electronics,Bluetooth Speaker,4,13.47,53.88,Credit Card
T100478,C1292,2025-07-05,72.0,Male,GA,Augusta,Electronics,Phone Charger,1,71.67,71.67,Credit Card
T100684,C1221,2025-04-14,43.0,Female,GA,Savannah,Books,Self-Help Guide,5,156.09,780.45,Debit Card
T100018,C1017,2025-06-07,25.0,Female,NY,New York City,Home & Kitchen,Vacuum Cleaner,5,61.78,308.9,PayPal
T100787,C1087,2025-08-28,35.0,Female,PA,Erie,Home & Kitchen,Air Fryer,4,185.72,742.88,Gift Card
T100681,C1053,2025-07-03,44.0,Male,WA,Seattle,Beauty,Perfume,2,145.83,291.66,Cash
T100770,C1047,2025-04-09,68.0,Female,OH,Cleveland,Books,Cookbook,1,53.58,53.58,Cash
T100032,C1079,2025-01-19,46.0,Female,IL,Naperville,Electronics,Bluetooth Speaker,2,187.45,374.9,Credit Card
T100053,C1205,2025-05-01,46.0,Female,PA,Philadelphia,Clothing,Denim Jeans,5,48.83,244.15,Cash
T100662,C1324,2025-01-28,73.0,Male,CA,San Francisco,Electronics,Phone Charger,4,212.24,848.96,Debit Card
T100872,C1118,2025-04-25,31.0,Male,GA,Atlanta,Beauty,Shampoo Set,2,212.3,424.6,PayPal
T100758,C1140,2025-06-27,74.0,Female,WA,Seattle,Toys,Building Blocks,2,200.89,401.78,PayPal
T100721,C1112,2025-07-05,49.0,Female,GA,Augusta,Home & Kitchen,Blender,3,189.33,567.99,Gift Card
T100966,C1268,2025-06-27,52.0,Male,CA,Los Angeles,Beauty,Hair Dryer,3,9.67,29.01,PayPal
T100292,C1119,2025-09-12,24.0,Female,WA,Spokane,Beauty,Face Moisturizer,3,74.6,223.8,PayPal
T100865,C1061,2025-10-24,60.0,Female,PA,Erie,Books,Self-Help Guide,2,165.28,330.56,Credit Card
T100952,C1069,2025-09-19,44.0,Female,CA,San Francisco,Clothing,Wool Sweater,1,72.84,72.84,Debit Card
T100078,C1061,2025-10-04,60.0,Female,PA,Philadelphia,Sports & Outdoors,Water Bottle,1,208.45,208.45,Credit Card
T100295,C1071,2025-05-27,28.0,Male,IL,Chicago,Beauty,Shampoo Set,4,202.76,811.04,PayPal
T100598,C1019,2025-01-27,43.0,Female,NC,Durham,Home & Kitchen,Blender,3,129.5,388.5,Debit Card
T100042,C1198,2025-08-14,37.0,Female,NC,Durham,Beauty,Shampoo Set,5,166.92,834.6,Credit Card
T100635,C1286,2025-04-19,27.0,Male,TX,Dallas,Beauty,Shampoo Set,2,15.96,31.92,Credit Card
T100015,C1042,2025-08-27,57.0,Female,CA,Los Angeles,Sports & Outdoors,Camping Tent,1,38.47,38.47,Cash
T100724,C1309,2025-04-10,24.0,Female,FL,Miami,Sports & Outdoors,Dumbbell Set,1,218.11,218.11,Credit Card
T100561,C1171,2025-04-26,23.0,Male,TX,Austin,Beauty,Perfume,3,8.68,26.04,Gift Card
T100027,C1331,2025-01-27,39.0,Male,FL,Orlando,Beauty,Face Moisturizer,3,63.0,189.0,PayPal
T100094,C1292,2025-01-13,72.0,Male,GA,Atlanta,Toys,Action Figure,2,117.34,234.68,Credit Card
T100502,C1087,2025-05-22,46.0,Female,PA,Erie,Clothing,Wool Sweater,1,98.71,98.71,Credit Card
T100747,C1124,2025-05-11,46.0,Male,FL,Miami,Sports & Outdoors,Dumbbell Set,3,152.81,458.43,Gift Card
T100636,C1130,2025-09-01,50.0,Male,FL,Tampa,Toys,Building Blocks,3,191.6,574.8,Gift Card
T100025,C1195,2025-04-10,46.0,Female,CA,San Francisco,Beauty,Face Moisturizer,1,87.97,87.97,PayPal
T100455,C1128,2025-01-09,46.0,Male,OH,Columbus,Toys,Action Figure,1,207.22,207.22,Credit Card
T100216,C1308,2025-10-21,35.0,Male,OH,Cleveland,Clothing,Winter Jacket,3,111.27,333.81,Credit Card
